"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR115670"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2038 or yHMPu5000034883_Peterozyma_xylosa@Seq_4807"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2038;yHMPu5000034883_Peterozyma_xylosa@Seq_4807"
"MNXR116445"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_3705 or yHMPu5000034883_Peterozyma_xylosa@Seq_3957"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_3705;yHMPu5000034883_Peterozyma_xylosa@Seq_3957"
"MNXR115664"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_3887"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_3887"
"MNXR114228"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4309"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4309"
"MNXR95631"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2308"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2308"
"MNXR118010"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_5638"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_5638"
"MNXR118009"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_5638"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_5638"
"MNXR118008"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_5638"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_5638"
"MNXR118007"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_5638"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_5638"
"MNXR118006"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4752"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4752"
"MNXR118005"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4752"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4752"
"MNXR118004"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4752"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4752"
"MNXR118003"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4752"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4752"
"MNXR103458"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2466"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2466"
"MNXR118002"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2466"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2466"
"MNXR118001"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2466 or yHMPu5000034883_Peterozyma_xylosa@Seq_3420"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2466;yHMPu5000034883_Peterozyma_xylosa@Seq_3420"
"MNXR103450"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2466 or yHMPu5000034883_Peterozyma_xylosa@Seq_3420"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2466;yHMPu5000034883_Peterozyma_xylosa@Seq_3420"
"MNXR107452"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_338"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_338"
"MNXR117999"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2038 or yHMPu5000034883_Peterozyma_xylosa@Seq_4807"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2038;yHMPu5000034883_Peterozyma_xylosa@Seq_4807"
"MNXR121216"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2541 or yHMPu5000034883_Peterozyma_xylosa@Seq_4581"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2541;yHMPu5000034883_Peterozyma_xylosa@Seq_4581"
"MNXR123419"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1967"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1967"
"MNXR122928"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4374"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4374"
"MNXR113645"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2032"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2032"
"MNXR122012"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1701"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1701"
"MNXR113578"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2631 or yHMPu5000034883_Peterozyma_xylosa@Seq_3492"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2631;yHMPu5000034883_Peterozyma_xylosa@Seq_3492"
"MNXR107713"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_5963"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_5963"
"MNXR115197"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_379 or yHMPu5000034883_Peterozyma_xylosa@Seq_579 or yHMPu5000034883_Peterozyma_xylosa@Seq_615 or yHMPu5000034883_Peterozyma_xylosa@Seq_1548 or yHMPu5000034883_Peterozyma_xylosa@Seq_4596 or yHMPu5000034883_Peterozyma_xylosa@Seq_4794"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_379;yHMPu5000034883_Peterozyma_xylosa@Seq_579;yHMPu5000034883_Peterozyma_xylosa@Seq_615;yHMPu5000034883_Peterozyma_xylosa@Seq_1548;yHMPu5000034883_Peterozyma_xylosa@Seq_4596;yHMPu5000034883_Peterozyma_xylosa@Seq_4794"
